,p0q0
10646,0.1
10647,0.3
10648,0.6
10649,0.6
10650,0.1
10651,0.9
10652,0.4
10653,0.4
10654,0.2
10655,0.5
10656,0.0
10657,0.5
10658,0.4
10659,0.4
10660,0.4
10661,0.0
10662,0.4
10663,0.0
10664,0.8
10665,0.1
10666,1.6
10667,0.5
10668,0.3
10669,0.2
10670,0.6
10671,0.4
10672,0.1
10673,0.5
10674,0.1
10675,0.4
10676,0.2
10677,0.1
10678,0.0
10679,0.0
10680,1.2
10681,0.5
10682,0.4
10683,0.8
10684,0.4
10685,0.6
10686,0.5
10687,0.0
10688,0.2
10689,0.0
10690,0.3
10691,1.2
10692,1.3
10693,0.6
10694,0.5
10695,0.2
10696,0.9
10697,0.3
10698,0.8
10699,1.0
10700,0.1
10701,0.9
10702,0.2
10703,0.7
10704,0.1
10705,1.3
10706,0.1
10707,0.0
10708,0.0
10709,0.6
10710,0.5
10711,1.4
10712,0.4
10713,0.3
10714,1.0
10715,0.9
10716,0.9
10717,0.2
10718,0.4
10719,2.0
10720,1.4
10721,0.3
10722,0.4
10723,0.9
10724,0.6
10725,0.5
10726,0.5
10727,0.6
10728,0.4
10729,0.0
10730,0.0
10731,0.7
10732,1.1
10733,0.0
10734,0.7
10735,0.4
10736,0.7
10737,0.0
10738,0.2
10739,0.0
10740,0.3
10741,1.0
10742,0.7
10743,0.3
10744,0.5
10745,0.5
10746,0.1
10747,0.7
10748,0.5
10749,0.3
10750,0.9
10751,0.3
10752,1.7
10753,0.1
10754,0.2
10755,0.4
10756,0.3
10757,0.4
10758,0.0
10759,0.3
10760,0.1
10761,0.2
10762,0.7
10763,0.8
10764,0.5
10765,0.3
10766,0.0
10767,0.5
10768,0.2
10769,0.6
10770,0.4
10771,0.6
10772,1.1
10773,1.3
10774,0.5
10775,0.2
10776,0.1
10777,0.2
10778,0.8
10779,0.4
10780,1.1
10781,1.0
10782,1.2
10783,1.6
10784,0.5
10785,0.7
10786,0.4
10787,0.9
10788,0.5
10789,0.4
10790,1.1
10791,2.4
10792,0.0
10793,0.4
10794,0.8
10795,1.1
10796,0.0
10797,0.1
10798,0.1
10799,0.6
10800,0.4
10801,0.1
10802,0.0
10803,0.5
10804,0.4
10805,0.9
10806,0.0
10807,0.7
10808,0.3
10809,0.3
10810,0.7
10811,0.1
10812,0.4
10813,0.7
10814,1.9
10815,0.0
10816,0.4
10817,0.4
10818,1.2
10819,0.0
10820,0.4
10821,0.6
10822,1.2
10823,0.2
10824,0.0
10825,0.2
10826,0.3
10827,0.5
10828,0.0
10829,0.4
10830,0.4
10831,0.6
10832,0.0
10833,0.0
10834,0.5
10835,0.7
10836,1.2
10837,0.5
10838,0.6
10839,1.3
10840,0.7
10841,0.0
10842,0.2
10843,0.3
10844,0.0
10845,0.1
10846,0.6
10847,0.0
10848,0.0
10849,0.6
10850,0.8
10851,0.2
10852,0.9
10853,0.7
10854,0.5
10855,0.5
10856,0.5
10857,0.4
10858,0.8
10859,0.5
10860,0.6
10861,0.5
10862,1.1
10863,0.2
10864,0.8
10865,0.7
10866,0.0
10867,0.1
10868,0.3
10869,0.3
10870,0.2
10871,0.9
10872,0.3
10873,0.0
10874,0.2
10875,0.2
10876,0.3
10877,0.5
10878,0.9
10879,0.5
10880,0.0
10881,1.3
10882,1.0
10883,0.0
10884,0.3
10885,0.3
10886,0.1
10887,0.2
10888,0.7
10889,0.6
10890,0.0
10891,0.2
10892,0.4
10893,0.1
10894,0.0
10895,0.1
10896,0.1
10897,0.0
10898,0.3
10899,0.5
10900,0.0
10901,1.2
10902,0.1
10903,0.0
10904,0.4
10905,0.2
10906,1.4
10907,0.9
10908,0.0
10909,0.9
10910,0.3
10911,0.3
10912,0.7
10913,0.1
10914,0.7
10915,0.4
10916,0.4
10917,0.4
10918,0.3
10919,0.5
10920,0.3
10921,0.1
10922,0.2
10923,0.4
10924,0.3
10925,0.4
10926,0.5
10927,0.0
10928,0.3
10929,1.0
10930,0.1
10931,0.6
10932,1.3
10933,0.2
10934,0.0
10935,0.3
10936,0.7
10937,0.6
10938,0.9
10939,0.4
10940,0.0
10941,0.3
10942,0.5
10943,0.8
10944,0.3
10945,0.1
10946,0.4
10947,0.7
10948,0.3
10949,0.9
10950,0.0
10951,0.4
10952,0.3
10953,0.7
10954,0.2
10955,0.1
10956,0.2
10957,0.5
10958,0.0
10959,0.4
10960,0.3
10961,0.4
10962,0.3
10963,0.1
10964,0.5
10965,0.1
10966,0.1
10967,0.1
10968,0.3
10969,0.1
10970,0.2
10971,0.5
10972,0.0
10973,0.3
10974,0.3
10975,0.4
10976,0.3
10977,0.7
10978,0.1
10979,0.4
10980,0.0
10981,0.2
10982,0.1
10983,0.1
10984,0.3
10985,0.0
10986,0.0
10987,0.0
10988,0.4
10989,0.0
10990,0.3
10991,0.0
10992,0.0
10993,0.5
10994,0.5
10995,0.0
10996,0.0
10997,0.0
10998,0.0
10999,0.0
11000,0.0
11001,0.0
11002,0.0
11003,0.1
11004,0.9
11005,1.6
11006,0.1
11007,0.2
11008,1.2
11009,0.0
11010,0.0
11011,0.0
11012,0.6
11013,0.7
11014,0.5
11015,0.2
11016,0.6
11017,0.5
11018,0.1
11019,0.0
11020,0.2
11021,0.0
11022,0.3
11023,0.2
11024,0.1
11025,0.0
11026,0.2
11027,0.0
11028,0.1
11029,0.1
11030,0.3
11031,0.0
11032,0.2
11033,0.0
11034,0.0
11035,0.7
11036,0.7
11037,0.5
11038,0.0
11039,0.3
11040,0.4
11041,0.1
11042,0.3
11043,1.0
11044,0.2
11045,0.3
11046,0.8
11047,0.0
11048,0.8
11049,0.0
11050,0.3
11051,0.1
11052,0.3
11053,0.1
11054,0.1
11055,0.0
11056,0.5
11057,0.3
11058,0.2
11059,0.0
11060,0.3
11061,0.2
11062,0.3
11063,1.3
11064,1.5
11065,0.3
11066,0.1
11067,0.0
11068,0.0
11069,1.1
11070,1.5
11071,0.7
11072,0.2
11073,0.0
11074,0.2
11075,0.8
11076,0.3
11077,0.5
11078,0.0
11079,0.1
11080,0.6
11081,1.0
11082,0.5
11083,0.2
11084,1.1
11085,0.6
11086,0.2
11087,0.2
11088,1.0
11089,0.1
11090,0.4
11091,0.4
11092,0.2
11093,0.4
11094,0.3
11095,0.5
11096,0.0
11097,0.1
11098,1.2
11099,0.0
11100,0.6
11101,0.3
11102,0.2
11103,0.6
11104,0.4
11105,0.3
11106,1.2
11107,0.7
11108,0.4
11109,0.6
11110,0.3
11111,0.2
11112,0.4
11113,0.1
11114,1.3
11115,0.2
11116,0.5
11117,0.0
11118,0.4
11119,1.0
11120,0.1
11121,0.4
11122,1.4
11123,0.0
11124,0.3
11125,0.1
11126,0.5
11127,0.0
11128,0.2
11129,0.0
11130,0.3
11131,0.1
11132,0.3
11133,0.2
11134,1.1
11135,0.2
11136,0.3
11137,0.0
11138,0.0
11139,0.5
11140,0.0
11141,0.7
11142,0.1
11143,0.4
11144,0.5
11145,0.3
11146,0.0
11147,0.4
11148,0.5
11149,0.7
11150,0.0
11151,0.3
11152,0.8
11153,0.7
11154,0.2
11155,0.8
11156,0.4
11157,0.0
11158,0.2
11159,0.2
11160,0.1
11161,0.2
11162,0.0
11163,0.6
11164,0.0
11165,0.5
11166,0.3
11167,0.6
11168,0.3
11169,0.9
11170,0.3
11171,0.1
11172,0.8
11173,0.1
11174,0.2
11175,0.7
11176,0.7
11177,0.3
11178,0.3
11179,0.0
11180,0.5
11181,0.4
11182,1.2
11183,0.2
11184,0.9
11185,0.4
11186,0.2
11187,0.3
11188,0.9
11189,0.2
11190,0.1
11191,0.3
11192,0.3
11193,0.1
11194,0.4
11195,0.5
11196,0.1
11197,0.8
11198,0.5
11199,0.7
11200,0.6
11201,0.4
11202,0.1
11203,0.5
11204,0.1
11205,0.1
11206,0.3
11207,0.2
11208,0.5
11209,0.1
11210,0.4
11211,0.5
11212,0.5
11213,0.2
11214,0.3
11215,0.6
11216,0.1
11217,0.1
11218,0.4
11219,0.2
11220,0.0
11221,0.5
11222,0.0
11223,0.6
11224,0.0
11225,0.0
11226,0.4
11227,0.6
11228,0.0
11229,0.0
11230,0.2
11231,0.2
11232,0.0
11233,0.5
11234,0.3
11235,0.0
11236,0.4
11237,0.2
11238,0.1
11239,0.2
11240,0.0
11241,0.6
11242,1.9
11243,0.2
11244,0.0
11245,0.6
11246,0.1
11247,0.0
11248,0.2
11249,0.4
11250,0.2
11251,0.3
11252,0.9
11253,0.8
11254,0.8
11255,0.1
11256,0.6
11257,0.3
11258,0.0
11259,1.3
11260,1.0
11261,1.0
11262,0.5
11263,0.0
11264,0.8
11265,0.1
11266,0.3
11267,0.1
11268,0.2
11269,0.1
11270,0.4
11271,0.7
11272,1.0
11273,0.4
11274,0.1
11275,0.0
11276,0.7
11277,0.0
11278,0.6
11279,0.0
11280,0.4
11281,0.3
11282,0.0
11283,0.7
11284,0.0
11285,0.2
11286,0.2
11287,0.0
11288,0.5
11289,0.0
11290,0.7
11291,0.2
11292,0.0
11293,1.2
11294,0.5
11295,0.5
11296,0.0
11297,0.6
11298,0.3
11299,0.9
11300,1.2
11301,0.3
11302,0.1
11303,0.3
11304,0.3
11305,0.6
11306,0.5
11307,0.9
11308,0.0
11309,0.6
11310,0.7
11311,0.5
11312,0.9
11313,0.7
11314,0.3
11315,0.7
11316,0.5
11317,1.2
11318,0.7
11319,0.5
11320,0.5
11321,0.7
11322,0.6
11323,1.3
11324,0.5
11325,0.0
11326,0.1
11327,0.6
11328,0.6
11329,1.3
11330,1.3
11331,0.4
11332,0.3
11333,1.7
11334,0.7
11335,0.4
11336,0.2
11337,0.5
11338,0.4
11339,1.6
11340,1.5
11341,0.8
11342,0.4
11343,1.4
11344,0.6
11345,0.5
11346,0.5
11347,0.0
11348,0.5
11349,0.5
11350,0.9
11351,0.6
11352,0.4
11353,0.0
11354,0.0
11355,0.0
11356,0.1
11357,2.3
11358,0.0
11359,0.7
11360,0.5
11361,1.3
11362,0.3
11363,0.1
11364,0.1
11365,0.5
11366,0.3
11367,0.1
11368,0.4
11369,0.5
11370,0.3
11371,1.2
11372,0.3
11373,0.0
11374,0.1
11375,0.0
11376,1.0
11377,0.8
11378,0.0
11379,0.6
11380,1.3
11381,0.5
11382,0.8
11383,0.0
11384,0.3
11385,0.3
11386,0.7
11387,1.1
11388,0.7
11389,1.1
11390,0.7
11391,0.7
11392,0.3
11393,0.7
11394,0.9
11395,1.9
11396,0.3
11397,0.5
11398,0.6
11399,0.4
11400,0.1
11401,0.2
11402,0.5
11403,0.6
11404,0.3
11405,0.3
11406,1.0
11407,0.3
11408,0.2
11409,1.5
11410,1.0
11411,0.3
11412,0.5
11413,1.2
11414,0.3
11415,0.1
11416,0.2
11417,1.1
11418,0.8
11419,0.4
11420,0.2
11421,0.7
11422,0.5
11423,0.4
11424,0.3
11425,0.6
11426,0.4
11427,1.1
11428,0.5
11429,0.4
11430,0.0
11431,0.6
11432,0.9
11433,0.1
11434,1.1
11435,0.1
11436,0.1
11437,0.8
11438,0.6
11439,0.2
11440,0.5
11441,0.1
11442,0.4
11443,0.4
11444,0.0
11445,0.2
11446,0.4
11447,0.3
11448,0.1
11449,0.9
11450,0.3
11451,0.9
11452,0.3
11453,0.3
11454,0.8
11455,1.2
11456,0.5
11457,0.2
11458,1.4
11459,0.4
11460,0.6
11461,0.6
11462,0.5
11463,0.3
11464,0.7
11465,0.4
11466,1.5
11467,1.2
11468,0.2
11469,0.8
11470,0.6
11471,0.0
11472,0.5
11473,0.0
11474,0.5
11475,0.2
11476,0.0
11477,0.9
11478,1.2
11479,0.0
11480,0.0
11481,0.0
11482,0.6
11483,0.2
11484,0.0
11485,0.0
11486,0.5
11487,0.0
11488,0.2
11489,0.0
11490,0.5
11491,1.8
11492,1.1
11493,0.4
11494,0.9
11495,0.9
11496,1.0
11497,0.1
11498,0.6
11499,1.8
11500,0.8
11501,0.8
11502,1.3
11503,0.2
11504,0.3
11505,0.8
11506,0.3
11507,0.5
11508,0.1
11509,0.8
11510,0.2
11511,0.3
11512,0.1
11513,0.6
11514,0.4
11515,0.1
11516,0.3
11517,1.9
11518,0.0
11519,0.1
11520,0.5
11521,0.4
11522,0.1
11523,0.1
11524,0.2
11525,0.0
11526,0.5
11527,0.3
11528,0.8
11529,1.6
11530,0.6
11531,0.3
11532,0.5
11533,0.0
11534,1.4
11535,0.4
11536,0.0
11537,0.6
11538,0.1
11539,0.0
11540,0.4
11541,1.0
11542,0.0
11543,0.7
11544,0.2
11545,0.0
11546,0.5
11547,0.1
11548,0.5
11549,0.2
11550,0.0
11551,0.2
11552,1.0
11553,1.5
11554,0.2
11555,1.1
11556,0.0
11557,0.2
11558,0.5
11559,0.4
11560,0.6
11561,0.4
11562,0.7
11563,0.2
11564,0.6
11565,1.0
11566,0.5
11567,0.7
11568,0.6
11569,0.8
11570,0.4
11571,0.2
11572,0.0
11573,0.4
11574,0.2
11575,0.2
11576,0.0
11577,0.6
11578,0.5
11579,0.0
11580,0.5
11581,0.4
11582,0.5
11583,0.5
11584,0.0
11585,0.1
11586,0.1
11587,0.2
11588,0.5
11589,0.4
11590,0.6
11591,0.3
11592,0.3
11593,0.8
11594,0.9
11595,0.2
11596,0.0
11597,0.2
11598,0.3
11599,0.6
11600,0.6
11601,0.6
11602,0.4
11603,0.1
11604,0.3
11605,0.4
11606,0.9
11607,0.6
11608,0.4
11609,0.4
11610,0.5
11611,0.0
11612,1.0
11613,0.3
11614,0.0
11615,0.0
11616,1.1
11617,0.1
11618,0.4
11619,0.9
11620,0.6
11621,0.8
11622,0.8
11623,0.8
11624,0.5
11625,0.0
11626,0.9
11627,0.6
11628,0.9
11629,0.4
11630,0.0
11631,0.6
11632,0.6
11633,0.2
11634,0.4
11635,0.2
11636,0.2
11637,0.1
11638,0.5
11639,0.4
11640,0.6
11641,0.4
11642,0.4
11643,0.7
11644,0.0
11645,0.1
11646,0.3
11647,0.3
11648,0.2
11649,0.3
11650,0.6
11651,1.1
11652,0.0
11653,0.5
11654,0.5
11655,0.5
11656,0.0
11657,0.7
11658,0.5
11659,0.1
11660,0.1
11661,0.5
11662,0.4
11663,0.1
11664,0.5
11665,0.1
11666,0.3
11667,0.2
11668,0.2
11669,0.8
11670,0.2
11671,0.5
11672,0.6
11673,0.2
11674,1.6
11675,0.5
11676,0.3
11677,0.4
11678,0.2
11679,0.4
11680,0.4
11681,0.0
11682,0.3
11683,0.5
11684,0.4
11685,0.4
11686,0.2
11687,0.6
11688,0.1
11689,0.4
11690,0.6
11691,0.0
11692,0.0
11693,1.3
11694,0.6
11695,0.6
11696,0.3
11697,0.5
11698,0.0
11699,0.7
11700,0.1
11701,0.4
11702,0.5
11703,0.3
11704,0.2
11705,1.3
11706,0.5
11707,0.4
11708,1.0
11709,0.2
11710,0.1
11711,1.0
11712,0.9
11713,0.1
11714,0.4
11715,0.3
11716,0.7
11717,0.0
11718,0.1
11719,0.3
11720,1.5
11721,0.7
11722,0.2
11723,0.0
11724,0.9
11725,0.2
11726,0.6
11727,0.6
11728,0.4
11729,0.6
11730,0.7
11731,0.5
11732,0.4
11733,0.3
11734,1.2
11735,0.5
11736,0.5
11737,1.1
11738,0.3
11739,1.0
11740,0.8
11741,0.3
11742,0.6
11743,0.1
11744,0.3
11745,1.4
11746,0.6
11747,0.7
11748,0.1
11749,1.1
11750,1.1
11751,1.0
11752,0.4
11753,0.2
11754,1.3
11755,0.5
11756,0.4
11757,0.7
11758,0.2
11759,0.3
11760,0.0
11761,0.3
11762,1.0
11763,0.8
11764,0.7
11765,0.0
11766,0.3
11767,1.5
11768,0.1
11769,0.3
11770,0.9
11771,0.6
11772,0.5
11773,1.2
11774,0.2
11775,0.2
11776,0.6
11777,0.7
11778,1.8
11779,1.1
11780,0.2
11781,1.3
11782,0.3
11783,0.3
11784,0.6
11785,0.3
11786,0.6
11787,0.0
11788,1.4
11789,0.0
11790,0.2
11791,1.3
11792,1.7
11793,0.1
11794,0.8
11795,0.5
11796,0.6
11797,0.2
11798,0.6
11799,0.0
11800,0.2
11801,0.3
11802,0.5
11803,0.4
11804,0.7
11805,0.2
11806,0.5
11807,0.1
11808,0.2
11809,0.2
11810,0.3
11811,0.7
11812,1.1
11813,1.3
11814,0.3
11815,0.1
11816,0.1
11817,0.4
11818,2.7
11819,0.6
11820,0.0
11821,1.3
11822,1.3
11823,0.5
11824,0.7
11825,0.1
11826,1.3
11827,1.1
11828,0.6
11829,0.6
11830,0.5
11831,0.6
11832,0.1
11833,0.1
11834,0.7
11835,0.3
11836,0.2
11837,0.2
11838,0.5
11839,0.0
11840,0.9
11841,0.1
11842,0.5
11843,0.0
11844,0.5
11845,0.0
11846,0.0
11847,0.8
11848,0.6
11849,0.7
11850,0.7
11851,0.2
11852,0.8
11853,0.4
11854,0.3
11855,0.0
11856,0.2
11857,0.5
11858,0.3
11859,0.1
11860,0.5
11861,0.3
11862,0.1
11863,0.3
11864,0.2
11865,0.3
11866,0.3
11867,1.0
11868,0.0
11869,0.0
11870,1.0
11871,0.2
11872,0.5
11873,1.5
11874,0.3
11875,0.6
11876,0.6
11877,0.0
11878,1.1
11879,1.0
11880,0.5
11881,0.3
11882,1.8
11883,1.1
11884,0.8
11885,1.0
11886,0.7
11887,0.4
11888,0.5
11889,0.8
11890,0.0
11891,0.8
11892,0.8
11893,0.2
11894,0.2
11895,0.6
11896,0.6
11897,0.7
11898,1.6
11899,0.8
11900,2.1
11901,0.1
11902,0.7
11903,1.3
11904,0.2
11905,1.4
11906,0.1
11907,0.2
11908,0.8
11909,0.8
11910,0.3
11911,0.4
11912,0.6
11913,0.3
11914,0.9
11915,0.0
11916,0.1
11917,0.1
11918,0.2
11919,0.1
11920,0.1
11921,1.2
11922,0.4
11923,0.6
11924,0.4
11925,0.4
11926,0.6
11927,0.1
11928,0.2
11929,0.8
11930,0.8
11931,0.2
11932,0.1
11933,0.4
11934,0.9
11935,0.2
11936,0.4
11937,0.3
11938,0.3
11939,0.6
11940,0.2
11941,0.0
11942,0.8
11943,0.1
11944,1.0
11945,1.1
11946,0.2
11947,0.8
11948,0.4
11949,0.7
11950,0.7
11951,2.1
11952,0.1
11953,0.4
11954,0.2
11955,0.5
11956,0.3
11957,0.1
11958,0.2
11959,0.4
11960,0.7
11961,0.0
11962,0.7
11963,0.6
11964,0.5
11965,0.0
11966,0.0
11967,0.4
11968,0.1
11969,0.6
11970,0.5
11971,0.6
11972,0.6
11973,0.8
11974,0.4
11975,0.8
11976,0.5
11977,0.6
11978,0.4
11979,0.3
11980,0.2
11981,0.1
11982,0.6
11983,1.4
11984,0.2
11985,0.5
11986,0.2
11987,0.0
11988,0.2
11989,1.1
11990,0.4
11991,0.4
11992,0.7
11993,0.5
11994,1.2
11995,0.5
11996,0.4
11997,0.7
11998,1.6
11999,0.7
12000,0.5
12001,0.3
12002,0.1
12003,0.5
12004,0.6
12005,0.4
12006,0.0
12007,0.3
12008,0.4
12009,1.2
12010,0.7
12011,0.9
12012,0.8
12013,0.0
12014,0.5
12015,0.3
12016,0.1
12017,0.7
12018,0.1
12019,0.2
12020,0.4
12021,0.5
12022,2.7
12023,0.4
12024,0.7
12025,0.2
12026,0.7
12027,0.2
12028,0.1
12029,0.1
12030,0.2
12031,0.2
12032,0.1
12033,0.0
12034,0.2
12035,2.4
12036,0.2
12037,0.1
12038,0.4
12039,0.6
12040,0.5
12041,0.6
12042,0.2
12043,0.4
12044,0.8
12045,0.0
12046,0.1
12047,0.1
12048,0.7
12049,1.0
12050,0.7
12051,0.1
12052,0.6
12053,0.8
12054,0.4
12055,0.3
12056,0.7
12057,0.6
12058,0.3
12059,0.3
12060,1.3
12061,0.0
12062,0.5
12063,1.0
12064,0.6
12065,0.9
12066,0.5
12067,0.4
12068,2.0
12069,1.3
12070,0.6
12071,0.6
12072,0.6
12073,0.3
12074,0.5
12075,0.4
12076,0.5
12077,0.6
12078,0.7
12079,0.5
12080,0.6
12081,0.9
12082,0.7
12083,1.0
12084,0.5
12085,0.9
12086,0.2
12087,1.2
12088,0.3
12089,0.8
12090,0.8
12091,0.4
12092,0.8
12093,1.4
12094,0.2
12095,0.8
12096,1.0
12097,0.5
12098,0.3
12099,1.4
12100,0.3
12101,1.1
12102,0.6
12103,0.8
12104,0.2
12105,0.4
12106,0.8
12107,0.8
12108,0.7
12109,0.8
12110,0.0
12111,0.4
12112,0.4
12113,0.2
12114,0.4
12115,0.4
12116,0.1
12117,0.3
12118,0.9
12119,0.7
12120,0.3
12121,0.8
12122,0.0
12123,0.7
12124,0.4
12125,0.5
12126,0.2
12127,0.7
12128,1.3
12129,0.3
12130,0.0
12131,0.3
12132,0.5
12133,0.6
12134,0.5
12135,0.5
12136,0.5
12137,0.3
12138,0.3
12139,1.9
12140,0.5
12141,0.2
12142,1.1
12143,0.3
12144,1.5
12145,0.3
12146,1.0
12147,0.4
12148,0.2
12149,0.4
12150,0.9
12151,0.5
12152,0.7
12153,0.0
12154,0.6
12155,0.7
12156,0.3
12157,0.7
12158,0.1
12159,0.1
12160,0.9
12161,0.1
12162,1.0
12163,0.6
12164,0.0
12165,0.4
12166,0.2
12167,0.6
12168,0.2
12169,0.7
12170,1.3
12171,0.5
12172,0.4
12173,0.6
12174,1.2
12175,0.8
12176,0.1
12177,0.2
12178,1.0
12179,0.8
12180,0.4
12181,0.9
12182,0.8
12183,0.5
12184,0.6
12185,0.6
12186,0.9
12187,0.1
12188,0.1
12189,0.7
12190,0.8
12191,1.3
12192,0.2
12193,0.0
12194,0.5
12195,0.3
12196,0.3
12197,0.5
12198,0.7
12199,0.3
12200,0.4
12201,0.2
12202,0.7
12203,0.2
12204,0.0
12205,0.9
12206,0.7
12207,0.4
12208,1.4
12209,0.5
12210,0.6
12211,1.1
12212,0.4
12213,1.3
12214,1.0
12215,0.0
12216,0.6
12217,0.5
12218,0.3
12219,0.1
12220,0.4
12221,0.4
12222,0.1
12223,1.3
12224,0.2
12225,0.7
12226,1.1
12227,0.6
12228,0.2
12229,0.0
12230,0.1
12231,0.3
12232,0.8
12233,0.0
12234,0.2
12235,0.2
12236,0.3
12237,0.3
12238,0.2
12239,0.1
12240,0.2
12241,0.6
12242,0.5
12243,0.1
12244,1.0
12245,0.2
12246,0.7
12247,0.3
12248,0.7
12249,0.1
12250,0.3
12251,0.0
12252,0.0
12253,1.3
12254,0.3
12255,0.3
12256,0.3
12257,0.6
12258,0.8
12259,0.4
12260,1.1
12261,0.9
12262,0.0
12263,0.8
12264,1.0
12265,0.7
12266,0.5
12267,0.6
12268,0.4
12269,0.1
12270,0.4
12271,0.3
12272,0.4
12273,1.0
12274,0.8
12275,0.3
12276,0.3
12277,0.1
12278,0.7
12279,1.6
12280,0.4
12281,0.2
12282,0.4
12283,1.0
12284,0.4
12285,0.0
12286,0.2
12287,0.7
12288,0.1
12289,0.3
12290,0.0
12291,0.0
12292,0.4
12293,1.0
12294,0.4
12295,0.7
12296,1.1
12297,0.3
12298,0.7
12299,0.5
12300,0.5
12301,0.4
12302,0.4
12303,0.5
12304,0.8
12305,0.0
12306,0.1
12307,0.2
12308,0.3
12309,0.1
12310,0.3
12311,0.2
12312,0.0
12313,0.7
12314,0.2
12315,0.0
12316,0.0
12317,0.0
12318,0.0
12319,0.5
12320,0.0
12321,0.1
12322,0.2
12323,0.0
12324,0.0
12325,0.0
12326,0.1
12327,0.0
12328,0.0
12329,0.0
12330,0.4
12331,0.4
12332,0.3
12333,0.2
12334,0.2
12335,0.2
12336,0.1
12337,0.0
12338,0.0
12339,0.2
12340,0.1
12341,0.2
12342,0.0
12343,0.0
12344,0.7
12345,0.2
12346,0.3
12347,0.4
12348,0.1
12349,1.7
12350,0.0
12351,0.0
12352,2.0
12353,0.1
12354,0.7
12355,0.4
12356,0.4
12357,0.2
12358,0.1
12359,0.1
12360,0.1
12361,0.2
12362,0.2
12363,0.1
12364,0.0
12365,0.2
12366,0.0
12367,0.6
12368,0.1
12369,0.0
12370,0.0
12371,0.3
12372,0.7
12373,0.1
12374,0.0
12375,0.7
12376,0.3
12377,0.0
12378,0.0
12379,0.2
12380,0.2
12381,0.2
12382,0.1
12383,0.3
12384,0.4
12385,1.2
12386,0.0
12387,0.3
12388,0.7
12389,0.4
12390,0.1
12391,0.2
12392,0.2
12393,0.1
12394,0.0
12395,0.4
12396,0.0
12397,0.3
12398,0.1
12399,0.0
12400,0.3
12401,0.7
12402,0.7
12403,1.1
12404,0.1
12405,0.4
12406,0.5
12407,0.1
12408,0.8
12409,0.1
12410,0.0
12411,0.8
12412,0.1
12413,0.2
12414,0.3
12415,0.1
12416,1.0
12417,0.1
12418,0.0
12419,0.2
12420,0.9
12421,0.3
12422,0.6
12423,0.5
12424,0.3
12425,0.0
12426,0.7
12427,0.2
12428,0.4
12429,0.1
12430,0.3
12431,0.4
12432,0.2
12433,0.9
12434,0.0
12435,0.1
12436,1.5
12437,0.1
12438,0.0
12439,1.3
12440,0.1
12441,0.0
12442,0.3
12443,0.2
12444,0.1
12445,0.2
12446,0.2
12447,0.8
12448,0.4
12449,1.0
12450,0.0
12451,0.7
12452,0.5
12453,0.6
12454,1.2
12455,0.0
12456,0.8
12457,1.6
12458,0.3
12459,0.6
12460,0.4
12461,0.4
12462,0.2
12463,0.2
12464,0.8
12465,0.6
12466,0.4
12467,0.6
12468,0.7
12469,0.7
12470,0.5
12471,0.8
12472,1.9
12473,1.4
12474,0.7
12475,0.8
12476,1.0
12477,1.1
12478,0.6
12479,0.4
12480,1.1
12481,0.2
12482,0.8
12483,0.1
12484,0.6
12485,0.6
12486,0.5
12487,0.3
12488,0.3
12489,0.6
12490,0.8
12491,0.4
12492,1.1
12493,0.7
12494,0.0
12495,0.0
12496,0.0
12497,0.6
12498,0.6
12499,0.1
12500,0.1
12501,0.2
12502,0.6
12503,0.2
12504,0.4
12505,0.2
12506,0.1
12507,0.0
12508,0.2
12509,0.5
12510,0.2
12511,0.0
12512,0.8
12513,0.6
12514,0.6
12515,0.4
12516,0.7
12517,0.8
12518,0.9
12519,0.5
12520,0.6
12521,0.4
12522,0.7
12523,0.5
12524,0.0
12525,0.1
12526,0.2
12527,0.5
12528,0.0
12529,0.5
12530,0.5
12531,0.0
12532,0.2
12533,1.8
12534,0.3
12535,0.4
12536,0.2
12537,0.5
12538,0.0
12539,0.7
12540,0.0
12541,0.0
12542,0.2
12543,1.6
12544,0.0
12545,0.3
12546,0.4
12547,0.3
12548,0.9
12549,1.0
12550,0.7
12551,0.2
12552,0.2
12553,1.9
12554,0.0
12555,0.2
12556,1.0
12557,0.9
12558,0.3
12559,0.4
12560,2.2
12561,0.1
12562,0.4
12563,1.4
12564,1.8
12565,0.1
12566,0.3
12567,1.0
12568,1.0
12569,0.0
12570,0.0
12571,0.2
12572,0.2
12573,0.2
12574,1.7
12575,0.0
12576,0.4
12577,0.6
12578,0.0
12579,0.2
12580,0.0
12581,0.4
12582,0.0
12583,0.2
12584,0.4
12585,0.4
12586,0.0
12587,0.0
12588,0.5
12589,1.0
12590,0.9
12591,0.9
12592,0.4
12593,0.8
12594,0.3
12595,0.4
12596,0.5
12597,0.8
12598,0.1
12599,0.3
12600,0.3
12601,0.6
12602,0.1
12603,0.0
12604,0.0
12605,1.3
12606,0.1
12607,0.0
12608,1.3
12609,0.3
12610,0.0
12611,0.5
12612,0.3
12613,1.1
12614,0.1
12615,0.4
12616,0.7
12617,0.5
12618,0.0
12619,0.3
12620,0.0
12621,0.7
12622,0.0
12623,0.3
12624,0.2
12625,0.0
12626,0.3
12627,0.1
12628,0.0
12629,0.1
12630,0.8
12631,0.3
12632,0.3
12633,1.1
12634,0.4
12635,0.9
12636,0.0
12637,0.5
12638,0.7
12639,0.9
12640,0.0
12641,0.1
12642,0.0
12643,0.0
12644,1.0
